capabilityId,sourceId,unitCode,unitTitle,grade,semester,knowledgePointId,knowledgePointName,questionType,effectiveQuestionType,questionForm,questionFormLabel,patternGroupId,basePatternGroupId,patternSpecId,depthModes,contextModes,selectionModes,surfaceId,surfaceRouteId,surfaceStatus,generatorConsumer,validatorConsumer,contextLineage,htmlRouteId,pdfRouteId,defaultQuestionCount,declaredUiMaxQuestionCount,verifiedMaxQuestionCount,capacityEvidence,evidenceLevel,compatibilityPolicy,compatibilityStatus,normalizationEvidence
pgc_g3a_u01_3a01_3c33a7dd96024ad4,g3a_u01_3a01,3A-U01,10000以內的數,3,upper,kp_g3a_u01_range_reasoning,四位數條件範圍推理,NUMERIC,REASONING,四位數條件範圍推理,四位數條件範圍推理,pg_g3a_u01_range_reasoning,pg_g3a_u01_range_reasoning,ps_g3a_u01_4digit_serial_number_range,NOT_APPLICABLE,NOT_APPLICABLE,sourceUnit|singleKnowledgePoint|mixedKnowledgePointsSameUnit,FALLBACK_404,surface.classic.404_fallback,PUBLIC_DEPRECATED,site/modules/curriculum/batch-a/batch-a-browser-generator-p03f13.js,site/modules/curriculum/batch-a/batch-a-browser-validator-p03f13.js,NOT_APPLICABLE,renderer.preview_html,renderer.iframe_print,20,200,,UNVERIFIED_UNTIL_PGC_R03,PUBLIC_VISIBLE_RUNTIME_EVIDENCE,fifteen_unit_public_runtime_admission,ACCOUNTED_PENDING_PGC_R02_INTERSECTION_NORMALIZATION,SUBTYPE_REASONING_MAPPED_TO_UI_NUMERIC
pgc_g3a_u01_3a01_4849257d641eed45,g3a_u01_3a01,3A-U01,10000以內的數,3,upper,kp_g3a_u01_digit_place_value_decomposition,四位數位值分解與位值判讀,NUMERIC,NUMERIC,四位數位值分解與位值判讀,四位數位值分解與位值判讀,pg_g3a_u01_digit_place_value_decomposition,pg_g3a_u01_digit_place_value_decomposition,ps_g3a_u01_4digit_digit_value_identification,NOT_APPLICABLE,NOT_APPLICABLE,sourceUnit|singleKnowledgePoint|mixedKnowledgePointsSameUnit,CLASSIC,surface.classic.index,PUBLIC_ACTIVE,site/modules/curriculum/batch-a/batch-a-browser-generator-p03f13.js,site/modules/curriculum/batch-a/batch-a-browser-validator-p03f13.js,NOT_APPLICABLE,renderer.preview_html,renderer.iframe_print,20,200,,UNVERIFIED_UNTIL_PGC_R03,PUBLIC_VISIBLE_RUNTIME_EVIDENCE,fifteen_unit_public_runtime_admission,ACCOUNTED_PENDING_PGC_R02_INTERSECTION_NORMALIZATION,
pgc_g3a_u01_3a01_513fa4f1305f04a2,g3a_u01_3a01,3A-U01,10000以內的數,3,upper,kp_g3a_u01_digit_arrangement_max_min,指定數字組成最大 / 最小四位數,NUMERIC,NUMERIC,指定數字組成最大 / 最小四位數,指定數字組成最大 / 最小四位數,pg_g3a_u01_digit_arrangement_max_min,pg_g3a_u01_digit_arrangement_max_min,ps_g3a_u01_digit_arrangement_max_4digit,NOT_APPLICABLE,NOT_APPLICABLE,sourceUnit|singleKnowledgePoint|mixedKnowledgePointsSameUnit,FALLBACK_404,surface.classic.404_fallback,PUBLIC_DEPRECATED,site/modules/curriculum/batch-a/batch-a-browser-generator-p03f13.js,site/modules/curriculum/batch-a/batch-a-browser-validator-p03f13.js,NOT_APPLICABLE,renderer.preview_html,renderer.iframe_print,20,200,,UNVERIFIED_UNTIL_PGC_R03,PUBLIC_VISIBLE_RUNTIME_EVIDENCE,fifteen_unit_public_runtime_admission,ACCOUNTED_PENDING_PGC_R02_INTERSECTION_NORMALIZATION,
pgc_g3a_u01_3a01_54e28533549ec364,g3a_u01_3a01,3A-U01,10000以內的數,3,upper,kp_g3a_u01_range_reasoning,四位數條件範圍推理,NUMERIC,REASONING,四位數條件範圍推理,四位數條件範圍推理,pg_g3a_u01_range_reasoning,pg_g3a_u01_range_reasoning,ps_g3a_u01_4digit_range_compare_reasoning,NOT_APPLICABLE,NOT_APPLICABLE,sourceUnit|singleKnowledgePoint|mixedKnowledgePointsSameUnit,FALLBACK_404,surface.classic.404_fallback,PUBLIC_DEPRECATED,site/modules/curriculum/batch-a/batch-a-browser-generator-p03f13.js,site/modules/curriculum/batch-a/batch-a-browser-validator-p03f13.js,NOT_APPLICABLE,renderer.preview_html,renderer.iframe_print,20,200,,UNVERIFIED_UNTIL_PGC_R03,PUBLIC_VISIBLE_RUNTIME_EVIDENCE,fifteen_unit_public_runtime_admission,ACCOUNTED_PENDING_PGC_R02_INTERSECTION_NORMALIZATION,SUBTYPE_REASONING_MAPPED_TO_UI_NUMERIC
pgc_g3a_u01_3a01_5aba72e3d715db83,g3a_u01_3a01,3A-U01,10000以內的數,3,upper,kp_g3a_u01_digit_arrangement_max_min,指定數字組成最大 / 最小四位數,NUMERIC,NUMERIC,指定數字組成最大 / 最小四位數,指定數字組成最大 / 最小四位數,pg_g3a_u01_digit_arrangement_max_min,pg_g3a_u01_digit_arrangement_max_min,ps_g3a_u01_digit_arrangement_max_4digit,NOT_APPLICABLE,NOT_APPLICABLE,sourceUnit|singleKnowledgePoint|mixedKnowledgePointsSameUnit,CLASSIC,surface.classic.index,PUBLIC_ACTIVE,site/modules/curriculum/batch-a/batch-a-browser-generator-p03f13.js,site/modules/curriculum/batch-a/batch-a-browser-validator-p03f13.js,NOT_APPLICABLE,renderer.preview_html,renderer.iframe_print,20,200,,UNVERIFIED_UNTIL_PGC_R03,PUBLIC_VISIBLE_RUNTIME_EVIDENCE,fifteen_unit_public_runtime_admission,ACCOUNTED_PENDING_PGC_R02_INTERSECTION_NORMALIZATION,
pgc_g3a_u01_3a01_5aee271712bc4e1b,g3a_u01_3a01,3A-U01,10000以內的數,3,upper,kp_g3a_u01_place_value_unit_conversion,四位數位值換算：十、百、千、金錢,NUMERIC,NUMERIC,四位數位值換算：十、百、千、金錢,四位數位值換算：十、百、千、金錢,pg_g3a_u01_place_value_unit_conversion,pg_g3a_u01_place_value_unit_conversion,ps_g3a_u01_money_place_value_exchange,NOT_APPLICABLE,NOT_APPLICABLE,sourceUnit|singleKnowledgePoint|mixedKnowledgePointsSameUnit,PIXEL,surface.pixel.beta,PUBLIC_ACTIVE,site/modules/curriculum/batch-a/batch-a-browser-generator-p03f13.js,site/modules/curriculum/batch-a/batch-a-browser-validator-p03f13.js,NOT_APPLICABLE,renderer.preview_html,renderer.iframe_print,20,200,,UNVERIFIED_UNTIL_PGC_R03,PUBLIC_VISIBLE_RUNTIME_EVIDENCE,fifteen_unit_public_runtime_admission,ACCOUNTED_PENDING_PGC_R02_INTERSECTION_NORMALIZATION,
pgc_g3a_u01_3a01_610f28c3294afde6,g3a_u01_3a01,3A-U01,10000以內的數,3,upper,kp_g3a_u01_chinese_to_number,中文數字轉四位數,NUMERIC,NUMERIC,中文數字轉四位數,中文數字轉四位數,pg_g3a_u01_chinese_to_number,pg_g3a_u01_chinese_to_number,ps_g3a_u01_chinese_to_4digit_number_with_zero,NOT_APPLICABLE,NOT_APPLICABLE,sourceUnit|singleKnowledgePoint|mixedKnowledgePointsSameUnit,FALLBACK_404,surface.classic.404_fallback,PUBLIC_DEPRECATED,site/modules/curriculum/batch-a/batch-a-browser-generator-p03f13.js,site/modules/curriculum/batch-a/batch-a-browser-validator-p03f13.js,NOT_APPLICABLE,renderer.preview_html,renderer.iframe_print,20,200,,UNVERIFIED_UNTIL_PGC_R03,PUBLIC_VISIBLE_RUNTIME_EVIDENCE,fifteen_unit_public_runtime_admission,ACCOUNTED_PENDING_PGC_R02_INTERSECTION_NORMALIZATION,
pgc_g3a_u01_3a01_619922b8aba92892,g3a_u01_3a01,3A-U01,10000以內的數,3,upper,kp_g3a_u01_place_value_unit_conversion,四位數位值換算：十、百、千、金錢,NUMERIC,NUMERIC,四位數位值換算：十、百、千、金錢,四位數位值換算：十、百、千、金錢,pg_g3a_u01_place_value_unit_conversion,pg_g3a_u01_place_value_unit_conversion,ps_g3a_u01_money_place_value_exchange,NOT_APPLICABLE,NOT_APPLICABLE,sourceUnit|singleKnowledgePoint|mixedKnowledgePointsSameUnit,CLASSIC,surface.classic.index,PUBLIC_ACTIVE,site/modules/curriculum/batch-a/batch-a-browser-generator-p03f13.js,site/modules/curriculum/batch-a/batch-a-browser-validator-p03f13.js,NOT_APPLICABLE,renderer.preview_html,renderer.iframe_print,20,200,,UNVERIFIED_UNTIL_PGC_R03,PUBLIC_VISIBLE_RUNTIME_EVIDENCE,fifteen_unit_public_runtime_admission,ACCOUNTED_PENDING_PGC_R02_INTERSECTION_NORMALIZATION,
pgc_g3a_u01_3a01_66158f8ad28b1c7e,g3a_u01_3a01,3A-U01,10000以內的數,3,upper,kp_g3a_u01_digit_place_value_decomposition,四位數位值分解與位值判讀,NUMERIC,NUMERIC,四位數位值分解與位值判讀,四位數位值分解與位值判讀,pg_g3a_u01_digit_place_value_decomposition,pg_g3a_u01_digit_place_value_decomposition,ps_g3a_u01_4digit_place_value_full_decomposition,NOT_APPLICABLE,NOT_APPLICABLE,sourceUnit|singleKnowledgePoint|mixedKnowledgePointsSameUnit,PIXEL,surface.pixel.beta,PUBLIC_ACTIVE,site/modules/curriculum/batch-a/batch-a-browser-generator-p03f13.js,site/modules/curriculum/batch-a/batch-a-browser-validator-p03f13.js,NOT_APPLICABLE,renderer.preview_html,renderer.iframe_print,20,200,,UNVERIFIED_UNTIL_PGC_R03,PUBLIC_VISIBLE_RUNTIME_EVIDENCE,fifteen_unit_public_runtime_admission,ACCOUNTED_PENDING_PGC_R02_INTERSECTION_NORMALIZATION,
pgc_g3a_u01_3a01_6a0b5f95d4e41ef4,g3a_u01_3a01,3A-U01,10000以內的數,3,upper,kp_g3a_u01_place_value_unit_conversion,四位數位值換算：十、百、千、金錢,NUMERIC,NUMERIC,四位數位值換算：十、百、千、金錢,四位數位值換算：十、百、千、金錢,pg_g3a_u01_place_value_unit_conversion,pg_g3a_u01_place_value_unit_conversion,ps_g3a_u01_money_place_value_exchange,NOT_APPLICABLE,NOT_APPLICABLE,sourceUnit|singleKnowledgePoint|mixedKnowledgePointsSameUnit,FALLBACK_404,surface.classic.404_fallback,PUBLIC_DEPRECATED,site/modules/curriculum/batch-a/batch-a-browser-generator-p03f13.js,site/modules/curriculum/batch-a/batch-a-browser-validator-p03f13.js,NOT_APPLICABLE,renderer.preview_html,renderer.iframe_print,20,200,,UNVERIFIED_UNTIL_PGC_R03,PUBLIC_VISIBLE_RUNTIME_EVIDENCE,fifteen_unit_public_runtime_admission,ACCOUNTED_PENDING_PGC_R02_INTERSECTION_NORMALIZATION,
pgc_g3a_u01_3a01_7038a93d97e38740,g3a_u01_3a01,3A-U01,10000以內的數,3,upper,kp_g3a_u01_4digit_compare,四位數比大小,NUMERIC,NUMERIC,四位數比大小,四位數比大小,pg_g3a_u01_4digit_compare,pg_g3a_u01_4digit_compare,ps_g3a_u01_4digit_compare,NOT_APPLICABLE,NOT_APPLICABLE,sourceUnit|singleKnowledgePoint|mixedKnowledgePointsSameUnit,FALLBACK_404,surface.classic.404_fallback,PUBLIC_DEPRECATED,site/modules/curriculum/batch-a/batch-a-browser-generator-p03f13.js,site/modules/curriculum/batch-a/batch-a-browser-validator-p03f13.js,NOT_APPLICABLE,renderer.preview_html,renderer.iframe_print,20,200,,UNVERIFIED_UNTIL_PGC_R03,PUBLIC_VISIBLE_RUNTIME_EVIDENCE,fifteen_unit_public_runtime_admission,ACCOUNTED_PENDING_PGC_R02_INTERSECTION_NORMALIZATION,
pgc_g3a_u01_3a01_706f71d18c850a9b,g3a_u01_3a01,3A-U01,10000以內的數,3,upper,kp_g3a_u01_place_value_composition,四位數位值組合,NUMERIC,NUMERIC,四位數位值組合,四位數位值組合,pg_g3a_u01_place_value_composition,pg_g3a_u01_place_value_composition,ps_g3a_u01_place_value_standard_composition,NOT_APPLICABLE,NOT_APPLICABLE,sourceUnit|singleKnowledgePoint|mixedKnowledgePointsSameUnit,PIXEL,surface.pixel.beta,PUBLIC_ACTIVE,site/modules/curriculum/batch-a/batch-a-browser-generator-p03f13.js,site/modules/curriculum/batch-a/batch-a-browser-validator-p03f13.js,NOT_APPLICABLE,renderer.preview_html,renderer.iframe_print,20,200,,UNVERIFIED_UNTIL_PGC_R03,PUBLIC_VISIBLE_RUNTIME_EVIDENCE,fifteen_unit_public_runtime_admission,ACCOUNTED_PENDING_PGC_R02_INTERSECTION_NORMALIZATION,
